Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2014,June,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.49936, -112.21016",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,June,Mediterranean,Uncategorized,"TBC - boat went missing, not recovered","34.6033, 17",Drowning,Central Mediterranean,IOM Rome Office - Flavio Di Giacomo,4,0,240,240,0,0,0,0
2014,June,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.39289, -111.00497",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,June,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,"36.1838, 13",Drowning,Central Mediterranean,Yahoo! News,1,2,0,2,0,4,0,0
2014,June,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,"36.1838, 13",Drowning,Central Mediterranean,Yahoo! News,1,0,1,1,0,0,0,0
2014,June,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy. Survivors taken to Porto Empedocle in Sicily.,"36.1838, 13",Drowning,Central Mediterranean,Yahoo! News,1,0,3,3,0,0,0,0
2014,June,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy. Survivors taken to Pozzallo,"36.222841, 14.688719",Vehicle accident / death linked to hazardous transport,Central Mediterranean,Oman Daily Observer,1,45,0,45,0,45,0,566
2014,July,Mediterranean,Uncategorized,"Recued off Sicily; taken to Catania, Sicily","36.4317, 15.8313",Drowning,Central Mediterranean,Yahoo! News,1,0,75,75,0,0,0,27
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.6739, -111.84799",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.629327, -111.78697","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.375917, -112",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,July,Mediterranean,Uncategorized,Boat drifting in Libyan waters,"33.0335, 15",Mixed or unknown,Central Mediterranean,IANS,1,13,0,13,0,0,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.081967, -113",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,Off the coast of Tripoli (capsized boat),"32.9615, 13",Drowning,Central Mediterranean,Reuters,1,3,0,3,1,0,2,0
2014,July,Mediterranean,Uncategorized,Off the coast of Tripoli (capsized boat),"32.9615, 13",Drowning,Central Mediterranean,Reuters,1,3,0,3,0,0,0,0
2014,July,Mediterranean,Uncategorized,Off the coast of Tripoli (capsized boat),"32.9615, 13",Drowning,Central Mediterranean,Reuters,1,6,188,194,0,0,0,0
2014,July,Central America,Central America,"Coatzacoalcos, Veracruz, Mexico","18.130861, -95",Vehicle accident / death linked to hazardous transport,Unknown,Noticias de Mexico,1,1,0,1,0,1,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.316, -112",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,North America,Northern America,"Barrosa Pasture, King Ranch, Brooks County, Texas, USA","26.92635612, -97.709747",Mixed or unknown,US-Mexico border crossing,"Operation Identification, University of Texas",5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,Aegean Sea,"37.862031, 26.921962",Drowning,Eastern Mediterranean,Greek Reporter,1,4,21,25,1,2,1,13
2014,July,North America,Northern America,"Singer Ranch, Brooks County, Texas, USA","26.99857326, -98.18627898",Mixed or unknown,US-Mexico border crossing,"Operation Identification, University of Texas",5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,"Bodies found on coast near Tripoli, Libya","32.9511, 13.2042",Drowning,Central Mediterranean,IANS,1,12,0,12,0,0,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.62332, -112",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,North America,Northern America,"Cage Ranch, Brooks County, Texas, USA","26.99000755, -98",Mixed or unknown,US-Mexico border crossing,"Operation Identification, University of Texas",5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,40 miles off the coast of Libya,"33.6564, 15",Drowning,Central Mediterranean,UNHCR,4,1,109,110,1,0,0,12
2014,July,South-eastern Asia,South-eastern Asia,Off the southwest coast of Malaysia,"6.35306, 115",Drowning,Unknown,BBC,1,2,18,20,0,0,0,60
2014,July,Mediterranean,Uncategorized,"Just off the coast of Garabulli, Libya","32.8343, 14",Drowning,Central Mediterranean,Al-Arab Online,1,3,0,3,0,0,0,90
2014,July,Mediterranean,Uncategorized,"30 miles off the coast of Tripoli, Libya","33.2423, 13",Drowning,Central Mediterranean,The Daily Star,1,0,41,41,0,0,0,61
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.03617, -113.00065",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,North America,Northern America,"Cage Ranch, Brooks County, Texas, USA","26.95573817, -98",Mixed or unknown,US-Mexico border crossing,"Operation Identification, University of Texas",5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,"off the coast of Kafr el-Sheikh governorate, Egypt","31.5818, 31",Drowning,Central Mediterranean,Zee News,1,2,53,55,0,0,0,1
2014,July,Mediterranean,Uncategorized,"Off the Libyan coast, northeast of Tripoli","33.4442, 14",Drowning,Central Mediterranean,World Bulletin,1,3,0,3,0,0,0,104
2014,July,Mediterranean,Uncategorized,Between Libya and Malta,"34.5821, 14.2163",Mixed or unknown,Central Mediterranean,"IOM Libya, Voice of America",4,29,0,29,0,0,1,569
2014,July,Mediterranean,Uncategorized,Between Libya and Malta,"34.5821, 14.2163",Drowning,Central Mediterranean,"IOM Libya, Voice of America",4,0,151,151,0,0,0,0
2014,July,Mediterranean,Uncategorized,South of Sicily,"36.3557, 14",Drowning,Central Mediterranean,Malta Today,1,5,14,19,0,0,0,61
2014,July,Europe,Northern Europe,"Abandoned airfield outside Downham Market, England, UK","50.9584, 0",Vehicle accident / death linked to hazardous transport,English Channel to the UK,The independent,1,1,0,1,0,1,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.651, -111.6385",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.37387, -113.14252","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.532056, -111.533472",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,Mediterranean,Uncategorized,"60 miles off the coast of Al Khums, Libya","34.4666, 14",Drowning,Central Mediterranean,ANSAMed,1,20,108,128,0,0,0,22
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.6488, -110.697817",Accidental death,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,1,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.83222, -112.05419",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,July,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.949573, -112.871417",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,July,Northern Africa,Northern Africa,"Unspecified location, Libya","26.163979, 11.855727",Violence,Sahara Desert crossing,MHub,2,1,0,1,0,0,0,0
2014,July,Southern Asia,Southern Asia,"Mountains, Iran","37.414959, 48.122069","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,MHub,2,1,0,1,0,0,0,0
2014,August,Central America,Central America,"Acatlan de Perez Figueroa, Oaxaca, Mexico","18.539117, -96.606006",Vehicle accident / death linked to hazardous transport,Unknown,Imagen del Golfo,1,1,0,1,0,1,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.26839, -111.4741","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,August,Mediterranean,Uncategorized,50 miles off Libyan coast,"33.499179, 15.490763",Drowning,Central Mediterranean,IOM Rome Office,4,2,170,172,1,0,1,200
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.04927, -111.56971",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.54141, -111.526",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.197083, -113.05333",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.685017, -111.997183",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,August,Europe,Northern Europe,"Dead body found shipping container in Tilbury docks, Essex, UK","51.4616, 0.345211",Violence,English Channel to the UK,News Letter  - The Pride of Northern Ireland,1,1,0,1,0,1,0,34
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.63525, -111.78028",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.489567, -111.461233","Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,1,0,0
2014,August,Mediterranean,Uncategorized,"Off shores of al-Qarbouli, 50km east of Tripoli","32.9212, 13.7659",Drowning,Central Mediterranean,"Aljazeera, Telegraph, IOM, UNHCR",4,170,81,251,0,0,1,19
2014,August,Mediterranean,Uncategorized,Central Med off the coast of Italy,"35.2823, 15.8752",Drowning,Central Mediterranean,IOM Rome and Yahoo! News,4,18,8,26,0,26,0,73
2014,August,Caribbean,Caribbean,"20 miles east of Hollywood Beach, Florida","25.8709, -80",Drowning,Unknown,Washington Times,1,4,5,9,0,4,0,0
2014,August,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy.,"34.5671, 14.0625",Drowning,Central Mediterranean,IOM Rome and UNCHR,4,24,0,24,0,0,0,364
2014,August,Mediterranean,Uncategorized,Unspecified location between North Africa and Italy. Body brought to Calabria.,"34.3134, 16.9189",Mixed or unknown,Central Mediterranean,IOM Rome,4,1,0,1,0,0,0,0
2014,August,Caribbean,Caribbean,"Hillsboro Beach, Florida","26.2937, -80",Drowning,Unknown,Miami Herald,1,1,0,1,1,0,0,19
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.03905, -112.12708",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","32.299867, -111.47552",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2014,August,Caribbean,Caribbean,Mona passage trying to reach Puerto Rico,"18.3459, -67.8186",Drowning,Unknown,Dominican Today,1,0,23,23,0,0,0,0
2014,August,North America,Northern America,"Brooks County, Texas, USA","27.033656, -98.233616",Mixed or unknown,US-Mexico border crossing,"Brooks County Sheriff’s Office, cited in Valley Morning Star",5,44,0,44,0,0,0,0
2014,August,Caribbean,Caribbean,Off Mexican coast,"23.6244, -86.2866",Mixed or unknown,Unknown,Yahoo! News,3,11,6,17,1,1,1,15
2014,August,Mediterranean,Uncategorized,Tunisian sea near maritime border with Libya,"33.5111, 12",Drowning,Central Mediterranean,AFP,1,42,0,42,8,0,5,0
2014,August,Mediterranean,Uncategorized,"Off the shore of al-Qarbouli, Libya","32.8879, 14",Drowning,Central Mediterranean,Press Association,1,0,100,100,0,0,0,0
2014,August,Northern Africa,Northern Africa,"Unspecified location, Libya","27.922369, 15",Violence,Sahara Desert crossing,MHub,2,1,0,1,0,0,0,0
2014,August,Northern Africa,Northern Africa,"Sahara Desert, between Agadez, Niger and Tripoli, Libya","22.659193, 11",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,MHub,2,1,0,1,0,0,0,0
